DATAFLOW,LAST UPDATE,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IE,2011,164.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IE,2012,173.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IE,2013,178.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IE,2014,116.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IE,2015,130.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IE,2016,116.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IS,2011,27.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IS,2012,29.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IS,2013,30.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IS,2014,33.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IS,2015,34.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IT,2012,13178.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IT,2013,13358.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IT,2014,13461.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IT,2015,13151.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,IT,2016,13550.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LI,2011,2.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LI,2012,2.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LI,2013,2.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LI,2014,3.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LI,2015,3.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LI,2016,4.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LT,2011,478.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LT,2012,491.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LT,2013,499.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LT,2014,509.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LT,2015,500.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LU,2011,48.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LU,2012,51.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LU,2013,54.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LU,2014,56.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LU,2015,59.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LU,2016,58.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LV,2011,145.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LV,2012,139.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LV,2013,146.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LV,2014,155.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,LV,2015,159.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MK,2011,47.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MK,2012,6.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MK,2013,47.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MK,2014,50.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MK,2015,61.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MT,2011,16.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MT,2012,18.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MT,2013,19.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MT,2014,21.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MT,2015,23.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,MT,2016,19.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NL,2011,1221.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NL,2012,1251.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NL,2013,1297.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NL,2014,1349.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NL,2015,1366.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NO,2011,306.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NO,2012,311.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NO,2013,321.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NO,2014,358.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,NO,2015,360.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PL,2011,3811.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PL,2012,4004.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PL,2013,4121.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PL,2014,4416.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PL,2015,4432.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PT,2011,887.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PT,2012,926.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PT,2013,946.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PT,2014,964.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,PT,2015,980.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RO,2011,1268.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RO,2012,1375.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RO,2013,1478.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RO,2014,1555.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RO,2015,1703.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RS,2011,342.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RS,2012,357.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RS,2013,377.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RS,2014,394.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,RS,2015,419.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SE,2011,756.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SE,2012,798.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SE,2013,836.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SE,2014,866.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SI,2013,6.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SI,2014,28.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,SI,2015,39.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,TR,2011,3002.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,TR,2012,3147.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,TR,2013,3403.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,TR,2014,3443.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,TR,2015,3538.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,UK,2011,3170.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,UK,2012,3124.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,UK,2013,3223.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,UK,2014,3373.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,UK,2015,3393.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_CAR,UK,2016,3492.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,AT,2011,716.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,AT,2012,723.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,AT,2013,759.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,AT,2014,786.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,AT,2015,805.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BE,2011,716.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BE,2012,700.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BE,2013,716.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BE,2014,731.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BE,2015,740.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BG,2011,360.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BG,2012,358.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BG,2013,355.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BG,2014,351.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,BG,2015,354.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CH,2011,419.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CH,2012,463.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CH,2013,494.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CH,2014,503.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CH,2015,533.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CH,2016,544.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CY,2014,90.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CY,2015,95.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CZ,2011,857.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CZ,2012,863.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,CZ,2013,845.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DE,2011,5055.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DE,2012,5155.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DE,2013,5237.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DE,2014,5287.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DE,2015,5391.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DK,2011,162.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DK,2012,166.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DK,2013,173.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,DK,2014,180.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EE,2011,76.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EE,2012,72.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EE,2013,84.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EE,2014,87.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EE,2015,87.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EL,2011,1129.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EL,2012,1144.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EL,2013,1193.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EL,2014,1367.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,EL,2015,1387.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ES,2011,1515.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ES,2012,1525.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ES,2013,1568.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ES,2014,1578.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ES,2015,1652.00,d
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FI,2011,193.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FI,2012,195.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FI,2013,197.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FI,2014,192.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FR,2011,4100.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FR,2012,4104.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FR,2013,4076.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FR,2014,4065.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FR,2015,4003.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,FR,2016,3979.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,HR,2011,188.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,HR,2012,195.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,HR,2013,194.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,HR,2014,204.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,HR,2015,208.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IE,2011,76.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IE,2012,77.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IE,2013,79.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IE,2014,64.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IE,2015,71.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IE,2016,88.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IS,2011,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IS,2012,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IS,2013,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IS,2014,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IS,2015,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IT,2012,4300.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IT,2013,4396.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IT,2014,4355.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IT,2015,4441.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,IT,2016,4542.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LI,2011,3.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LI,2012,3.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LI,2013,4.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LI,2014,5.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LI,2015,4.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LI,2016,4.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LT,2011,196.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LT,2012,200.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LT,2013,200.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LT,2014,195.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LT,2015,202.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LU,2011,35.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LU,2012,37.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LU,2013,38.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LU,2014,41.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LU,2015,43.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LU,2016,46.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LV,2011,122.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LV,2012,128.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LV,2013,130.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LV,2014,131.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,LV,2015,140.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ME,2011,15.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ME,2012,18.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ME,2013,16.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ME,2014,16.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ME,2015,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,ME,2016,16.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MK,2011,99.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MK,2012,98.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MK,2013,111.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MK,2014,110.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MK,2015,110.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MT,2011,12.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MT,2012,12.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MT,2013,14.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MT,2014,15.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MT,2015,17.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,MT,2016,21.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NL,2011,569.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NL,2012,612.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NL,2013,644.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NL,2014,674.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NL,2015,691.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NO,2011,136.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NO,2012,149.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NO,2013,153.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NO,2014,156.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,NO,2015,164.00,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PL,2011,1188.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PL,2012,1255.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PL,2013,1249.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PL,2014,1248.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PL,2015,1260.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PT,2011,328.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PT,2012,345.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PT,2013,363.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PT,2014,366.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,PT,2015,373.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,RO,2011,820.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,RO,2012,845.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,RO,2013,914.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,MED_DER,RO,2014,931.00,
